0.00,0.0000
0.50,0.3935
1.00,0.9114
1.50,1.5129
2.00,2.1439
2.50,2.7530
3.00,3.3004
3.50,3.7598
4.00,4.1210
4.50,4.3921
5.00,4.5969
5.50,4.7657
6.00,4.9254
6.50,5.0927
7.00,5.2706
7.50,5.4492
8.00,5.6133
8.50,5.7557
9.00,5.8821
9.50,5.9985
10.00,6.0943
10.50,6.1431
11.00,6.1270
11.50,6.0619
12.00,5.9926
12.50,5.9643
13.00,5.9981
13.50,6.0877
14.00,6.2106
14.50,6.3372
15.00,6.4370
15.50,6.4858
16.00,6.4771
16.50,6.4278
17.00,6.3702
17.50,6.3367
18.00,6.3462
18.50,6.3988
19.00,6.4770
19.50,6.5554
20.00,6.6157
20.50,6.6575
21.00,6.6925
21.50,6.7316
22.00,6.7817
22.50,6.8497
23.00,6.9410
23.50,7.0461
24.00,7.1374
24.50,7.1884
25.00,7.1948
25.50,7.1745
26.00,7.1485
26.50,7.1268
27.00,7.1138
27.50,7.1165
28.00,7.1424
28.50,7.1881
29.00,7.2387
29.50,7.2779
30.00,7.2980
30.50,7.3025
31.00,7.3018
31.50,7.3081
32.00,7.3277
32.50,7.3568
33.00,7.3847
33.50,7.4056
34.00,7.4261
34.50,7.4611
35.00,7.5205
35.50,7.6002
36.00,7.6846
36.50,7.7584
37.00,7.8150
37.50,7.8543
38.00,7.8777
38.50,7.8886
39.00,7.8939
39.50,7.9025
40.00,7.9197
40.50,7.9460
41.00,7.9807
41.50,8.0240
42.00,8.0746
42.50,8.1275
43.00,8.1767
43.50,8.2185
44.00,8.2503
44.50,8.2678
45.00,8.2660
45.50,8.2436
46.00,8.2083
46.50,8.1763
47.00,8.1657
47.50,8.1898
48.00,8.2553
48.50,8.3629
49.00,8.5059
49.50,8.6657
50.00,8.8109
50.50,8.9104
51.00,8.9521
51.50,8.9489
52.00,8.9236
52.50,8.8877
53.00,8.8428
53.50,8.7983
54.00,8.7796
54.50,8.8096
55.00,8.8832
55.50,8.9653
56.00,9.0172
56.50,9.0260
57.00,9.0097
57.50,8.9982
58.00,9.0103
58.50,9.0447
59.00,9.0868
59.50,9.1202
60.00,9.1354
60.50,9.1311
61.00,9.1110
61.50,9.0797
62.00,9.0422
62.50,9.0082
63.00,8.9945
63.50,9.0176
64.00,9.0809
64.50,9.1686
65.00,9.2541
65.50,9.3171
66.00,9.3524
66.50,9.3645
67.00,9.3561
67.50,9.3280
68.00,9.2880
68.50,9.2537
69.00,9.2427
69.50,9.2587
70.00,9.2924
70.50,9.3307
71.00,9.3640
71.50,9.3853
72.00,9.3896
72.50,9.3813
73.00,9.3788
73.50,9.4058
74.00,9.4704
74.50,9.5543
75.00,9.6259
75.50,9.6640
76.00,9.6722
76.50,9.6717
77.00,9.6830
77.50,9.7110
78.00,9.7427
78.50,9.7570
79.00,9.7419
79.50,9.7041
80.00,9.6644
80.50,9.6404
81.00,9.6324
81.50,9.6249
82.00,9.6056
82.50,9.5816
83.00,9.5772
83.50,9.6147
84.00,9.6979
84.50,9.8094
85.00,9.9207
85.50,10.0064
86.00,10.0534
86.50,10.0634
87.00,10.0464
87.50,10.0136
88.00,9.9752
88.50,9.9427
89.00,9.9281
89.50,9.9358
90.00,9.9583
90.50,9.9816
91.00,9.9964
91.50,10.0030
92.00,10.0048
92.50,10.0013
93.00,9.9895
93.50,9.9687
